Molecule_ChEMBL_IDs,Class,BCUTc-1l,BCUTi-1h,BCUTv-1h,PEOE_VSA2,BCUTi-1l,BCUTZ-1h,BCUTs-1l,SlogP_VSA5,Xch-6dv,BCUTd-1h,BCUTZ-1l,SMR_VSA3,Xc-5d,BCUTs-1h,BCUTp-1l,BCUTpe-1l,EState_VSA1,EState_VSA6,piPC9,BCUTdv-1l,BCUTare-1l,Xch-7dv,Xch-6d,ATSC1i
CHEMBL1075910,1,-0.524800658,13.65045574,20.92758512,4.794537184,10.93251781,8.036401716,1.154710224,18.05064018,0.143113566,3.308617067,5.671378857,0.0,0.738684484,7.010485732,0.74009603,2.215437901,65.32182875,12.13273414,8.319342301,0.993939215,2.166493159,0.221303859,0.396277398,8.222111503
CHEMBL3585716,1,-0.527566528,13.64429006,26.52493651,4.794537184,10.93615668,35.0014269,1.042657637,21.68168759,0.118417954,3.288091818,5.676738901,0.0,0.720423976,7.009366742,0.741361524,2.224696951,11.75255023,36.40785545,7.687653386,0.255073894,2.174433849,0.230989696,0.444260915,4.490323415
CHEMBL4289543,1,-0.516382506,13.63854917,20.89622924,9.589074368,10.95335323,8.023834278,1.143494844,73.14361574,0.074440254,4.023593135,5.692629154,0.0,0.676712047,7.009357498,0.751699274,2.239527009,11.20210162,6.076020107,6.52649486,0.987187221,2.190091461,0.207335636,0.143570196,-2.655373161
CHEMBL3581982,1,-0.528470567,13.63787582,20.91975906,4.794537184,10.94587616,8.022976355,1.184430804,51.55740428,0.12543179,3.286884332,5.685221139,0.0,0.462175462,7.008277201,0.752726426,2.232711738,6.103966388,60.66367068,7.490407256,0.997565909,2.183156771,0.18665837,0.350916477,10.61365562
CHEMBL560418,1,-0.517112988,13.6430142,20.92542106,0.0,10.92718262,8.029064946,1.190550233,67.08201962,0.051633288,4.023223151,5.66668495,0.0,0.895180189,7.008295803,0.741530272,2.215299081,11.5703561,25.12283841,7.674675554,0.987623228,2.165544064,0.151209467,0.140200187,7.373802123
CHEMBL3260503,1,-0.491837179,14.54995809,22.45711238,33.56176029,10.93177343,17.00214378,1.130019752,137.7151501,0.167802368,4.024063111,5.67122261,42.53430883,2.892706132,7.017242432,0.7403557,2.220079475,254.2097897,6.9237372,8.559809575,0.773075392,2.170287405,0.373805173,0.4087087,4.180630995
CHEMBL3954538,1,-0.471927306,17.4247729,24.44046264,4.899909731,10.31321966,16.00441304,1.136028616,20.7712116,0.459571823,4.020614833,5.697691034,10.63357721,0.328532853,8.001919664,0.545849153,2.245176211,6.093240071,12.13273414,6.382767341,0.653457367,2.195755933,0.518563383,0.961984848,-26.06369846
CHEMBL4171880,1,-0.364328362,14.54273351,20.88081573,9.589074368,11.00238301,8.024714512,1.074085709,157.1172124,0.730327772,4.037547659,5.74201419,15.95036581,2.677505943,7.009383387,0.751241755,2.291518306,12.20793278,0.0,6.50578406,0.993033229,2.241608114,1.788720715,0.730327772,20.39118096
CHEMBL582884,1,-0.477671562,14.54335377,26.52493617,4.899909731,10.3380878,35.00142652,0.622269164,31.7085359,0.214482501,4.017069294,5.693833057,4.899909731,0.575577765,7.009375694,0.73954786,2.237289525,29.07930981,32.90394574,5.872909729,0.255079892,2.185560555,0.377468489,0.222222222,-4.243459374
CHEMBL176,1,-0.39310667,14.5421823,20.78867537,0.0,11.05804729,8.022262211,1.145085438,6.420821623,0.097739201,3.198570129,5.795237391,0.0,1.178929554,6.007927876,0.76769474,2.340197088,98.28999623,0.0,5.030437921,1.978041067,2.291270059,0.24521089,0.136082763,14.41364197
CHEMBL3585717,1,-0.527567056,13.6442933,26.52598058,4.794537184,10.93536865,35.0024355,1.041988535,21.68168759,0.115195026,3.289047697,5.676717863,0.0,0.825922837,7.009367097,0.741361225,2.223739855,11.75255023,36.40785545,7.744542741,0.2550722,2.173134934,0.262523044,0.431775089,4.633568972
CHEMBL1197031|CHEMBL559133,1,-0.369516248,14.54425215,20.85770676,4.899909731,10.9919234,8.007254431,1.185045793,180.7888366,0.243908426,3.158981388,5.730900258,15.53348694,0.469416097,6.003666215,0.787166175,2.280042294,0.0,5.57310453,4.882801923,0.99305285,2.230256038,0.430605363,0.343013034,-4.699058406
CHEMBL1784382,1,-0.408086798,14.55826139,20.8954036,67.12352058,10.95442786,8.041791568,1.191868593,115.8403311,0.032075015,3.241460395,5.694103896,71.93376722,3.165831887,7.022633143,0.750846346,2.244066541,229.221252,113.4166817,6.053705509,0.987144994,2.194075331,0.022680461,0.102062073,-81.72473404
CHEMBL3585709,1,-0.458586311,13.64369576,26.52598087,4.794537184,10.93532376,35.0024357,1.04265748,21.48489166,0.12283236,3.288423953,5.675871524,0.0,0.887090643,7.009369577,0.741395104,2.223729114,11.75255023,30.34148838,7.804353378,0.255073894,2.17349865,0.283181991,0.428968963,10.09219768
CHEMBL5559683,1,-0.517357702,14.55724697,24.44071097,0.0,10.31171392,16.00450334,0.610186959,10.57107519,0.084431199,3.241303379,5.671369222,4.983978521,0.24759976,7.008283818,0.720455638,2.218375133,0.0,12.26321064,7.254227571,0.650329479,2.168928152,0.122113063,0.206930271,-5.379330141
CHEMBL517946,1,-0.315850733,13.6243773,20.9156202,0.0,10.93920983,8.007311926,1.169853167,55.71819979,0.12094973,3.254973788,5.678785923,0.0,0.39413408,6.003871616,0.787131562,2.227894903,0.0,12.13273414,6.955175458,0.993561405,2.178055072,0.197291443,0.22565901,8.275215497
CHEMBL4061190,1,-0.498515399,14.56013532,20.93749285,9.589074368,10.93616576,8.030043128,1.2523533,16.95130748,0.292583956,3.24165756,5.675680483,35.55346981,0.871785024,7.010468939,0.740813368,2.225343295,35.90918723,12.39368714,8.165591295,0.997559652,2.175506647,0.282128801,0.960997721,1.819552356
CHEMBL1645435,1,-0.529644113,14.55239259,20.92217688,14.76249423,10.93642938,8.023946187,1.183118002,111.7235049,0.078934466,4.023679662,5.672602225,25.91832285,1.256042061,7.009372682,0.750446425,2.218400762,6.041840829,14.21959508,7.937349584,0.987152863,2.169389917,0.139318214,0.247193875,-17.84603535
CHEMBL3916211,1,-0.472551932,17.42477148,20.88407123,4.899909731,10.96005338,9.004067201,1.136028654,0.0,0.459571823,4.020034978,5.697691036,0.0,0.328532853,8.001918501,0.545853527,2.245176218,6.093240071,12.13273414,6.277700262,1.972061466,2.195755939,0.520601742,0.961984848,-16.40358774
CHEMBL3585711,1,-0.458586816,13.64369842,26.52702508,4.794537184,10.93460655,35.00344437,1.041825318,21.48489166,0.119609432,3.289404888,5.675852427,0.0,0.992589503,7.009369933,0.741394795,2.222874746,11.75255023,30.34148838,7.855132771,0.255071355,2.172334305,0.31471534,0.416483137,10.22879775
CHEMBL253548,1,-0.403457652,14.55040014,20.92910818,9.883888252,10.92469798,8.01043746,1.085297334,76.32296585,0.460181291,4.041518659,5.663542814,19.7677765,0.968992059,6.002563806,0.778631819,2.212551127,5.601050811,0.0,8.482370418,1.837108215,2.162796001,0.93263566,0.889761831,-9.855062254
CHEMBL4063535,1,-0.43492924,14.56035749,24.44073996,28.7672231,10.31102746,16.00450968,0.609793993,79.31430695,0.500652368,3.246967906,5.676101621,41.11899971,1.076903381,7.013770148,0.750863198,2.221243457,71.69412335,18.72100722,7.511392224,0.650312172,2.166701874,0.512197207,1.047767842,8.079644533
CHEMBL579255,1,-0.34722758,17.42581485,20.92969361,0.0,10.93023712,9.005167204,1.244726322,22.60826052,0.204611817,3.271508587,5.669577699,9.967957042,0.393471272,8.002960127,0.545238281,2.219123854,11.63444168,0.0,8.148461481,2.751968293,2.16923371,0.249577241,0.617984686,5.021783195
CHEMBL2021564|CHEMBL3085547,1,-0.369516248,14.54425215,20.85770676,4.899909731,10.9919234,8.007254431,1.185045793,180.7888366,0.243908426,3.158981388,5.730900258,15.53348694,0.469416097,6.003666215,0.787166175,2.280042294,0.0,5.57310453,4.882801923,0.99305285,2.230256038,0.430605363,0.343013034,-4.699058406
CHEMBL1089785,1,-0.395655439,13.63692595,20.95832591,4.794537184,10.90148341,8.022159608,1.370444385,22.25380597,0.13946461,3.291201238,5.641177563,0.0,0.317106007,7.008275005,0.752736317,2.191136702,0.0,48.55024262,8.440129895,2.734397056,2.141143911,0.129973996,0.420103454,10.33934214
CHEMBL1784380,1,-0.408085723,14.5582671,20.89557971,67.12352058,10.95442785,8.041804251,1.191868058,122.2611527,0.032075015,3.241574075,5.694103884,71.93376722,3.125974169,7.022636104,0.750846349,2.244066529,229.221252,113.4166817,6.065382769,0.987143928,2.19407532,0.022680461,0.102062073,-81.58671135
CHEMBL577244,1,-0.477669134,14.54335133,24.43422675,4.899909731,10.33808864,16.0020028,0.622273326,31.7085359,0.225724182,4.01706427,5.694832884,4.899909731,0.373413408,7.009372745,0.739549429,2.243874625,23.705437,20.7712116,5.462771922,0.654940939,2.193481892,0.297803156,0.268728739,-7.078484507
CHEMBL3907241,1,-0.471927016,17.42477325,20.88535603,14.67842544,10.96005338,9.004071614,1.136028637,10.35798868,0.484417023,4.020044384,5.697691033,10.30076712,0.446383983,8.00192086,0.545846576,2.245176206,12.19720646,30.46231185,6.498282149,1.975009655,2.19575593,0.530985983,1.06404692,-25.1862886
CHEMBL4065614,1,-0.434929676,14.56374602,20.93181197,34.17650671,10.93703275,8.028600805,1.251428945,51.91628019,0.266103237,3.24172037,5.67610162,46.43578831,0.940820618,7.01377499,0.750863189,2.225343291,71.69412335,67.25194377,7.383205475,0.995922938,2.17553266,0.265577414,0.843643696,3.919639194
CHEMBL1336959,1,-0.403015127,14.54954075,24.43743719,4.794537184,10.32922294,16.00475341,0.609720443,5.563451492,0.196796007,3.278768859,5.683197934,3.956661108,0.293217604,7.00827758,0.748951702,2.221350269,0.0,3.956661108,7.38217298,0.654729153,2.16681575,0.281882505,0.401706119,-6.72354512
CHEMBL261152,1,-0.519574753,13.63888453,20.90651052,9.589074368,10.94131122,8.024076432,1.074556674,79.65766413,0.710483282,4.039760194,5.680607177,0.0,1.330415152,7.009671016,0.752406058,2.227789928,11.35056264,0.0,7.168459513,0.988212434,2.178285706,1.243037815,0.776784913,9.182498701
CHEMBL364597,1,-0.462288895,14.56507284,24.4342337,10.00179021,10.3376736,17.00110342,0.626703938,16.2487126,0.059587835,3.139411149,5.700664837,10.63675986,0.11785113,7.008270397,0.715750466,2.242824907,5.907179729,6.066367068,5.768125664,0.656206011,2.189151513,0.109623675,0.234708048,12.41584555
CHEMBL3581985,1,-0.51606482,13.63750636,20.92236659,4.794537184,10.94407424,8.022665972,1.184432157,45.13658265,0.129729028,3.286596756,5.683451983,0.0,0.490359125,7.008277173,0.752716147,2.231080586,11.88721133,42.47422252,7.616222014,1.973349515,2.18151034,0.173815454,0.369645216,13.69073694
CHEMBL3581980,1,-0.529405267,13.63787535,20.91976358,4.794537184,10.94577844,8.022975733,1.184431793,51.55740428,0.12543179,3.286635928,5.685109214,0.0,0.490359125,7.008277201,0.752726301,2.232513175,6.103966388,43.50799995,7.474311214,0.997565874,2.182971866,0.186279021,0.350916477,10.61365562
CHEMBL184732,1,-0.529258298,14.5650743,24.43423352,10.00179021,10.33767293,16.00200301,0.626703819,16.2487126,0.059587835,3.139426607,5.700108682,10.63675986,0.11785113,7.008270751,0.715748012,2.243534692,5.907179729,7.109797541,5.814503597,0.656209884,2.190769291,0.089466866,0.234708048,8.285295428
CHEMBL1641935,1,-0.306127674,13.62434956,26.52597389,0.0,10.93485409,35.00243399,1.042559884,0.0,0.044889595,3.254762907,5.676829104,0.0,0.366430784,6.003862984,0.786633626,2.223103578,0.0,30.33183534,6.477380933,0.255070014,2.172295066,0.171597302,0.123596937,7.454980652
CHEMBL3926286,1,-0.47192875,17.42477319,20.8844412,9.694446915,10.96005338,9.004072173,1.13602864,10.5547846,0.474786339,4.020043499,5.697691035,10.47345186,0.446383983,8.001920741,0.545845792,2.245176216,18.10438619,12.13273414,6.475143769,1.975009892,2.195755937,0.532381941,1.045318181,-21.89139571
CHEMBL476496,1,-0.377395882,14.54796813,20.90834698,9.589074368,10.9443872,8.023824005,1.219575251,50.89458072,0.045819974,3.277914486,5.683040491,4.983978521,0.367893672,7.009373141,0.748877787,2.230508119,11.34251184,24.28477435,7.221127941,0.987561965,2.181092114,0.059788096,0.138888889,5.09260781
CHEMBL454064,1,-0.370621588,13.63688533,20.9216196,4.794537184,10.93304977,8.022153161,1.066734469,79.56443736,0.157240957,4.119674772,5.67263911,0.0,1.97637194,7.00827224,0.752418531,2.221819995,0.0,6.076020107,7.33628566,0.994890168,2.171970517,0.640454303,0.224567792,9.592800534
CHEMBL5170400,1,-0.516447131,13.64611989,20.87047936,9.589074368,10.97634455,8.032302978,1.182815203,90.89733387,0.134708283,4.019043659,5.715746207,0.0,0.29449805,7.010449526,0.740272213,2.263434314,29.42687272,6.076020107,5.605802066,0.98778414,2.213872303,0.156416939,0.491207738,-8.317780195
CHEMBL3234304,1,-0.458343941,17.43122586,20.92172567,9.694446915,10.93372726,9.014481384,1.19171876,85.01463201,0.164073325,4.023757507,5.669631083,29.67426431,1.738898282,8.007949729,0.526829337,2.213236335,34.51851802,0.0,8.39777953,0.987164299,2.164607374,0.247810662,0.477883424,-11.3773706
CHEMBL507870,1,-0.491838174,14.55237455,24.43867291,38.12680857,10.45269911,17.00214633,0.292579411,168.9618881,0.165011231,4.028306406,5.669251475,53.16788604,2.88641454,7.017095403,0.741034826,2.115077333,268.6671512,13.8474744,8.636125566,0.535207783,1.994621775,0.38105943,0.398514066,0.967914697
CHEMBL126,1,-0.47192112,17.42477195,20.88395673,9.694446915,10.96005571,9.004068869,1.246815856,6.9237372,0.129900537,3.205549317,5.697709799,5.316788604,0.328532853,8.001919739,0.545850206,2.245229537,12.19720646,12.13273414,6.007737669,0.99595183,2.195799418,0.119665192,0.389925437,-26.92098316
CHEMBL185719,1,-0.462289161,14.56507401,24.43423431,10.00179021,10.33767333,17.00214109,0.626703079,16.2487126,0.055866318,3.177954848,5.70048938,10.63675986,0.284517797,7.008270583,0.715750337,2.240863966,5.907179729,12.13273414,5.858825613,0.656199804,2.186508474,0.1281232,0.219416097,12.67360226
CHEMBL2376552,1,-0.524368129,14.54907582,32.5170694,0.0,10.43480313,53.00126334,1.004569354,22.60826052,0.197168784,3.272736449,5.669546363,9.967957042,0.511322403,6.002809272,0.775949934,2.216990097,0.0,13.17616461,8.29049842,0.151455017,2.139783899,0.36329318,0.587400783,6.272757811
CHEMBL1641934,1,-0.525270127,14.54787139,26.52703784,0.0,10.93463865,35.00344285,1.037574748,0.0,0.224968324,3.308147783,5.67619499,4.983978521,0.477541895,3.524652914,0.750617189,2.221554687,0.0,0.0,7.656991997,0.254948975,2.170792092,0.481200243,0.515439826,1.913075118
CHEMBL3581986,1,-0.528469834,13.63787683,20.92254672,4.794537184,10.94405344,8.022978057,1.184431106,45.13658265,0.12543179,3.286906271,5.68343693,0.0,0.462175462,7.008277721,0.752702845,2.231129288,11.88721133,54.60695665,7.662453123,0.997566707,2.181546387,0.183054023,0.350916477,10.74413403
CHEMBL463109,1,-0.522211217,13.62748329,20.9149541,0.0,10.93913281,8.010914893,1.127654129,62.64193699,0.133662838,4.023010181,5.678685939,0.0,0.629965346,6.003868999,0.778434186,2.227649086,0.0,12.13273414,7.284585117,0.992041267,2.177833255,0.282824307,0.246213981,6.915122318
CHEMBL3898208,1,-0.485291193,17.42477307,20.88423297,14.4889841,10.96005338,9.004072638,1.136028637,6.9237372,0.459571823,4.020042445,5.697691035,5.316788604,0.328532853,8.001921612,0.545843175,2.245176216,36.49779428,12.13273414,6.375982623,0.995950876,2.195755937,0.518563383,0.961984848,-27.40084575
CHEMBL3581979,1,-0.516097885,13.63750545,20.91958849,4.794537184,10.94578226,8.022664416,1.184431854,51.55740428,0.129729028,3.286574967,5.685113344,0.0,0.490359125,7.008276653,0.752739811,2.232518457,6.103966388,36.39820241,7.451060193,1.895277704,2.182977034,0.177977396,0.369645216,13.61910448
CHEMBL5639193,1,-0.50187764,13.65146144,20.8748928,4.794537184,10.97072225,8.03900503,1.234416175,121.1290431,0.012757759,3.282803028,5.709574579,0.0,0.460696041,7.009366758,0.720598654,2.25324599,11.54349237,0.0,5.759394555,0.987143612,2.204414158,0.036321668,0.045360921,-1.626837653
CHEMBL1173035,1,-0.410059139,14.54086776,20.94914707,9.589074368,10.90440803,8.02439489,1.161110305,62.41830853,0.10821461,3.345402937,5.643944718,5.316788604,0.98643123,7.009368123,0.751947751,2.192801178,23.41996811,20.03777625,8.582271118,0.993463365,2.143003509,0.266312421,0.253226567,12.33850117
CHEMBL5647384,1,-0.501878228,13.65146289,20.87526382,4.794537184,10.97067345,8.039006797,1.23440788,121.6319587,0.012757759,3.282842111,5.70952717,0.0,0.460696041,7.0093672,0.720597779,2.253207938,11.54349237,0.0,5.866910594,0.987136608,2.204374505,0.036321668,0.045360921,-1.635742494
CHEMBL2296995,1,-0.406262399,14.64186798,24.44045985,5.425791397,10.31322374,16.00441176,1.197873416,5.563451492,0.083679477,3.124679411,5.693558652,15.64248973,0.11785113,6.002806191,0.78748606,2.242292129,0.0,30.48006885,5.286371296,0.653468536,2.192555653,0.056410957,0.185395406,-4.7518288
CHEMBL1806812,1,-0.300816413,13.62467302,24.44073173,0.0,10.31128637,17.00317149,0.604617572,0.0,0.322716442,3.268779007,5.690099735,0.0,0.560469343,6.003956772,0.784260374,2.234768825,0.0,6.066367068,6.326401007,0.653049273,2.181033187,0.503183326,0.349104563,8.242779752
CHEMBL3950543,1,-0.478044843,17.42477365,20.90293479,14.59435665,10.9454217,9.004073356,1.200361623,52.52086516,0.247691597,4.017079638,5.684286404,10.21669833,0.518211384,8.001922263,0.545846105,2.233169635,23.61547811,17.03264387,6.875522593,0.989512149,2.183415561,0.362191971,0.535057239,-22.95700275
CHEMBL495863,1,-0.370622765,13.63700415,20.9210307,4.794537184,10.93305549,8.022258837,1.066368452,79.56443736,0.165135486,4.119676392,5.672644751,0.0,1.97637194,7.008273271,0.752408407,2.221825065,0.0,6.076020107,7.327780538,0.994890168,2.171975687,0.663460646,0.224567792,12.20054577
CHEMBL2296996,1,-0.406313165,14.64187943,24.44046016,5.425791397,10.31322323,16.00441187,1.197873065,12.48718869,0.083679477,3.142493992,5.692362586,15.64248973,0.23570226,6.002806448,0.78748531,2.240914388,0.0,12.13273414,5.306409536,0.653466245,2.191226336,0.054262338,0.185395406,-4.806658409
CHEMBL2376551,1,-0.346782183,14.54907207,32.51706911,0.0,10.43480313,53.00126325,1.004569354,22.60826052,0.2008903,3.272220978,5.669587242,9.967957042,0.393471272,6.002808909,0.787482557,2.217051485,0.0,12.13273414,8.215346692,0.151455017,2.139788391,0.357285184,0.602692735,9.25188109
CHEMBL3912085,1,-0.362933993,14.64198105,24.44188642,5.425791397,10.31113274,16.00556835,0.604851227,23.05826388,0.275840374,3.212267576,5.686472077,9.967957042,0.359116756,3.049233079,0.958992205,2.235302455,0.0,22.67357176,7.371351707,0.650123996,2.184677533,0.315441717,0.544106277,5.140320321
CHEMBL3944152,1,-0.471923865,17.42477213,20.88415196,9.694446915,10.96005338,9.004069294,1.136028647,6.9237372,0.459571823,4.020038272,5.697691036,5.316788604,0.328532853,8.001919904,0.545849673,2.245176221,12.19720646,12.13273414,6.343111246,0.995951399,2.195755941,0.518563383,0.961984848,-23.6969192
CHEMBL506416,1,-0.40346006,14.55040501,20.92924739,9.883888252,10.92443969,8.010909706,1.085297333,76.32296585,0.456459774,4.041523849,5.663255511,19.7677765,0.968992059,6.003758264,0.778583287,2.212020721,5.601050811,6.066367068,8.559881443,1.837108215,2.162304335,0.938276862,0.87446988,-7.732786597
CHEMBL3935184,1,-0.471932686,17.4312114,20.89902063,9.694446915,10.94974747,9.014456165,1.136028617,15.92144017,0.487349601,4.022903436,5.689189863,5.316788604,0.879396685,8.007936781,0.526852978,2.238462701,35.66135704,12.13273414,6.547860872,1.975009471,2.188607611,0.546341161,1.045318181,-22.09703427
CHEMBL449492,1,-0.483659324,14.75111318,20.76494065,0.0,11.07427582,8.05450221,1.37984713,11.51833249,0.100228522,3.243363856,5.8031137,24.54494801,0.287863364,8.001935857,0.669127863,2.340170856,4.923311049,13.12058077,5.773386271,0.995956122,2.29325905,0.104818994,0.386488649,-12.3808575
CHEMBL1080027,1,-0.524800658,13.65045574,20.92758512,4.794537184,10.93251781,8.036401716,1.154710224,18.05064018,0.143113566,3.308617067,5.671378857,0.0,0.738684484,7.010485732,0.74009603,2.215437901,65.32182875,12.13273414,8.319342301,0.993939215,2.166493159,0.221303859,0.396277398,8.222111503
CHEMBL2297001,1,-0.406260941,14.64186549,24.44045973,5.425791397,10.31322388,16.00441163,1.197873592,5.563451492,0.087976714,3.124599801,5.694298206,15.64248973,0.11785113,3.056525511,0.961115919,2.243714099,0.0,6.21460058,5.057041667,0.653468638,2.193860596,0.046469368,0.204124145,-6.161388791
CHEMBL2297230,1,-0.40627424,14.64187973,24.44046163,5.425791397,10.31322118,16.00441228,1.197871927,11.12690298,0.120051729,3.180004582,5.686358688,15.64248973,0.253933894,3.047985314,0.960393077,2.235062712,0.0,0.0,6.367543755,0.653466862,2.185385696,0.060025865,0.306186218,-1.634318831
CHEMBL5201393,1,-0.510218263,13.6530397,20.93176578,0.0,10.94383828,8.039222812,1.150959305,61.07565775,0.233444393,4.032770091,5.68341361,0.0,2.1653132,7.011614454,0.739032809,2.232522498,71.14431296,6.066367068,7.825794481,0.991064923,2.182682464,0.3473017,0.808345983,18.62269339
CHEMBL3581978,1,-0.516097885,13.63750545,20.91958849,4.794537184,10.94578226,8.022664416,1.184431854,51.55740428,0.129729028,3.286574967,5.685113344,0.0,0.490359125,7.008276653,0.752739811,2.232518457,6.103966388,36.39820241,7.451060193,1.895277704,2.182977034,0.177977396,0.369645216,13.61910448
CHEMBL5646880,1,-0.501878331,13.65146289,20.87514914,4.794537184,10.97071528,8.039006796,1.229543316,121.6319587,0.012757759,3.282838643,5.709567861,0.0,0.460696041,7.0093672,0.720597771,2.253240926,11.54349237,0.0,5.818691013,0.987136608,2.204408815,0.036321668,0.045360921,-1.635742494
CHEMBL5641905,1,-0.501879154,13.65146434,20.87536477,4.794537184,10.97071465,8.039008565,1.229493057,122.1348743,0.012757759,3.282872718,5.709567261,0.0,0.460696041,7.009367643,0.720596888,2.253240517,11.54349237,0.0,5.839278083,0.987131392,2.204408374,0.036321668,0.045360921,-1.64392532
CHEMBL5647619,1,-0.501878975,13.65146434,20.87550142,4.794537184,10.97066612,8.039008565,1.234185487,122.1348743,0.012757759,3.282876547,5.70952062,0.0,0.460696041,7.009367643,0.72059689,2.253205959,11.54349237,0.0,5.856950529,0.987131393,2.204371833,0.036321668,0.045360921,-1.64392532
CHEMBL3260501,1,-0.491838119,14.54999389,22.45833032,33.56176029,10.93177334,17.00317754,1.13001947,110.6715779,0.223357924,4.024078075,5.671222525,42.53430883,2.976039465,7.017260364,0.740355679,2.220079379,260.7545461,24.26546827,8.689472304,0.773072989,2.170287308,0.452721845,0.575375367,13.01428609
CHEMBL575430,1,-0.477670966,17.4247714,24.43422698,4.899909731,10.33808849,16.00200308,0.622271496,31.7085359,0.217705429,4.017067541,5.69342401,4.899909731,0.457152626,8.00192029,0.545855414,2.241195556,34.89653065,20.7712116,5.733846813,0.654940858,2.191058495,0.308031288,0.234708048,-6.020897903
CHEMBL5175684,1,-0.494037644,13.64590858,20.90380259,9.589074368,10.96358426,8.032064966,1.093701842,94.41774291,0.178181383,4.116804944,5.703149524,0.0,2.033370698,7.010460464,0.740337591,2.252064246,22.40033704,0.0,7.107425474,0.993025064,2.202275623,0.501489917,0.394005619,3.467580169
CHEMBL2297002,1,-0.406312812,14.64187846,24.44046064,5.425791397,10.3132232,17.00110347,1.197871511,12.48718869,0.083679477,3.142493992,5.692927938,15.64248973,0.23570226,3.048057242,0.960319359,2.240484446,0.0,0.0,5.306409536,0.653459671,2.189838391,0.073336778,0.185395406,-5.904551906
CHEMBL5181944,1,-0.516423642,13.6458739,20.87044072,9.589074368,10.97634459,8.032024191,1.182815424,90.89733387,0.134708283,4.019042817,5.715746227,0.0,0.29449805,7.01046247,0.740560934,2.263434147,35.84769434,6.076020107,5.560681631,0.987844108,2.213872176,0.156416939,0.491207738,-2.791547726
CHEMBL5564995,1,-0.490713184,14.64178227,26.52498567,4.794537184,10.95446345,35.00142893,1.037741622,16.05191667,0.227019469,3.268608365,5.693610592,9.992891045,0.614436429,7.008271543,0.751694658,2.241960914,0.0,60.14570818,6.806621927,0.254948549,2.191754193,0.43719582,0.432437897,-1.306064233
CHEMBL3948842,1,-0.362933879,14.6419812,26.523894,5.425791397,10.31113276,35.00041829,0.604850691,17.49481239,0.275840374,3.212267576,5.692143113,9.967957042,0.359116756,3.049231257,0.958992206,2.238520739,0.0,11.33678588,7.371351707,0.256007125,2.186240092,0.342218411,0.544106277,5.612380019
CHEMBL3987031,1,-0.472474044,17.42477334,24.44629332,4.899909731,10.3005508,17.00111065,0.298670673,0.0,0.700299336,4.043913643,5.697691037,4.722094864,0.676994566,8.001921837,0.545844036,2.245176213,28.03771845,12.13273414,6.514805279,0.642964604,2.195755914,0.824862133,1.138761543,-21.15317347
CHEMBL501768,1,-0.385610858,14.64203463,24.44071927,5.425791397,10.31176197,16.00450648,0.604979078,105.2477239,0.500559012,4.030750824,5.694104638,14.95193556,1.189007728,3.055259285,0.958603204,2.236949536,0.0,5.57310453,8.132821238,0.653174288,2.187577291,0.995794892,0.736647587,3.841600685
CHEMBL1081282,1,-0.486854769,13.64301351,26.52493514,0.0,10.94777678,35.00142703,1.014446765,82.64423428,0.087539735,4.031575653,5.687318941,0.0,1.603243782,7.008274798,0.74140299,2.236132207,5.601050811,12.13273414,6.487684018,0.253918098,2.186341354,0.340192801,0.16718494,1.456135436
CHEMBL4752819,1,-0.433881538,17.42477395,20.92662679,4.983978521,10.925412,9.004069981,1.134542523,25.32883194,0.65932189,4.02578358,5.663084411,14.95193556,0.532570382,8.001920058,0.545858811,2.210839059,0.0,18.46005421,8.830805677,0.988001334,2.161367218,0.803636304,1.170812792,-7.143346689
CHEMBL2296997,1,-0.406320877,14.64196775,24.44046041,15.54010967,10.31322294,16.00441212,1.197872614,12.48718869,0.083679477,3.152052396,5.691960987,15.64248973,0.402368927,8.001935949,0.669227456,2.240375834,4.923311049,19.05647134,5.525950823,0.653465916,2.19076659,0.055728627,0.185395406,-2.518116976
CHEMBL455243,1,-0.469946016,14.64205526,20.89327634,0.0,10.95908308,8.022768179,1.087620946,105.2477239,0.436912409,4.030750824,5.694082035,14.95193556,1.189007728,3.525235696,0.748465441,2.2378928,0.0,5.57310453,8.132821238,0.988334877,2.18948774,0.925428939,0.736647587,-0.980141712
CHEMBL502459,1,-0.462077041,14.55040435,20.92970497,14.67842544,10.92448146,8.02896211,1.085960102,76.82588142,0.341470336,4.038375426,5.663299736,19.7677765,0.92037021,7.008278537,0.741277799,2.212094392,5.601050811,0.0,8.631613635,0.99594199,2.162373945,0.723120474,0.648503941,-11.8259946
CHEMBL5276104,1,-0.399422462,14.75109595,20.89986313,0.0,10.94752286,7.226294731,1.321141191,43.13750955,0.110045525,3.085951524,5.687186579,24.96182688,0.0,4.005301617,0.872713583,2.237142277,0.0,0.0,6.073332511,0.995935049,2.187153532,0.082780704,0.469913203,3.608915532
CHEMBL500612,1,-0.646532614,14.56113343,20.92940409,4.899909731,10.92469744,8.012528111,1.085953195,69.90214422,0.349808482,4.038368479,5.663537507,14.78379798,0.922992806,8.001921198,0.760254289,2.212518562,5.601050811,6.196843572,8.522140309,1.837108215,2.162772379,0.728035685,0.661504701,-5.391228907
